id,date,call_sum_hist,sms_sum_hist,circumplex.arousal_mean_hist,circumplex.arousal_std_hist,circumplex.valence_mean_hist,circumplex.valence_std_hist,screen_sum_hist,screen_std_hist,appCat.builtin_sum_hist,appCat.builtin_std_hist,appCat.communication_sum_hist,appCat.communication_std_hist,appCat.entertainment_sum_hist,appCat.entertainment_std_hist,appCat.finance_sum_hist,appCat.finance_std_hist,appCat.game_sum_hist,appCat.game_std_hist,appCat.office_sum_hist,appCat.office_std_hist,appCat.other_sum_hist,appCat.other_std_hist,appCat.social_sum_hist,appCat.social_std_hist,appCat.travel_sum_hist,appCat.travel_std_hist,appCat.unknown_sum_hist,appCat.unknown_std_hist,appCat.utilities_sum_hist,appCat.utilities_std_hist,appCat.weather_sum_hist,appCat.weather_std_hist,call_t,sms_t,circumplex.arousal_t,circumplex.valence_t,screen_t,appCat.builtin_t,appCat.communication_t,appCat.entertainment_t,appCat.finance_t,appCat.game_t,appCat.office_t,appCat.other_t,appCat.social_t,appCat.travel_t,appCat.unknown_t,appCat.utilities_t,appCat.weather_t,mood_output
AS14.23,2014-04-03,3.0,1.0,0.1,0.2850438562747845,1.44,0.3781534080237808,261.8409955322391,15.1830071719071,100.11601341807366,7.599968007596986,135.4424127180638,8.57569771339962,510.13969143907565,54.77448830066582,0.0,,220.99864194835675,11.960799039638598,57.321666666666665,,75.16949714285714,5.644202857735667,121.22837840909096,5.74913762647904,122.6135515873016,15.764953784425302,216.19406333333296,28.22821817519429,61.4264,2.1526507597223774,0.0,,1.0,,0.5,1.0,51.92328777398996,15.284418978102183,25.20761570247939,142.1619076923077,,57.971039999999995,,19.94595,22.82920000000001,39.5838,18.744799999999923,7.2294,,1
AS14.23,2014-04-09,4.0,2.0,0.33999999999999997,0.5212964607591347,0.6900000000000001,0.31701734968294715,329.70101216442276,36.52252064268984,78.70547679239134,5.381141290267244,177.57313790368835,20.409019146858174,467.83030531240195,38.55875296548346,0.0,,211.5766153846153,46.6199976747061,0.0,,71.91158833333334,3.7810751967553995,211.19125000000003,50.49312412052381,207.62709333333333,17.552795599402394,80.47313333333301,6.818871416422494,10.0006,,0.0,,,,-0.4,1.2,48.124985268743416,23.222442105263145,34.380582242990656,56.11776363636364,,1393.8182,,12.63935,58.29353333333333,,,,,1
AS14.25,2014-02-26,5.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,0
AS14.26,2014-05-20,4.0,0.0,0.24000000000000005,0.3847076812334269,0.64,0.3286335345030997,565.0946878340599,40.524065049011924,52.35042682600451,3.4442851988121097,206.67554539724895,15.968248912882409,381.1205666666666,24.17262427446019,0.0,,0.0,,0.0,,40.06272,1.1014464953323877,556.5002864342035,27.42990704396307,121.80539999999999,0.7080967306802064,146.48255,,74.6602,0.7547816991245424,0.0,,,,-0.4,0.8,167.89144688844695,10.18891489361702,40.65325714285722,64.97146666666667,,,,8.10484,136.72316734693874,57.17719999999999,132.82827500000002,,,1
AS14.09,2014-03-21,5.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,1.0,66.07990851092143,7.076104166666666,38.894341397849466,15.633373170731707,,,4.450666666666667,32.35451388888889,,,,1.0073333333333332,,1
AS14.15,2014-04-24,2.0,0.0,0.12,0.5019960159204453,0.96,0.08944271909999157,610.6844832801819,99.84821828765145,58.55695169082128,9.06040980808483,296.58343000000013,71.67000455564121,0.0,,0.0,,0.0,,78.14340416666667,0.5232089313477134,320.0481000000001,44.20329179269345,52.056200000000004,,0.0,,0.0,,0.0,,0.0,,,1.0,1.8,1.0,167.80822861535225,27.02,62.37588571428576,211.84980000000002,,,,40.67773333333336,55.6722,,,,,1
AS14.14,2014-04-07,1.0,0.0,-1.02,0.3898717737923586,0.9199999999999999,0.17888543819998318,187.9487518901624,13.432020625474717,143.1623460318652,10.919634840418178,579.663243344156,140.62372303565027,0.0,,6.873666666666657,,0.0,,26.85133333333333,,50.79460666666655,1.5442331475122386,117.48764999999992,11.109547192270787,0.0,,0.0,,0.0,,0.0,,,1.0,-0.2,1.0,29.080347372356176,8.17367333333331,178.53239999999997,,,,,13.58193333333331,31.01999999999998,,,,,1
AS14.01,2014-03-07,4.0,1.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,0
AS14.03,2014-04-08,3.0,1.0,0.36,0.47749345545253286,1.04,0.2190890230020664,256.25582074295994,24.611687422686245,908.4600375661375,372.038510135284,107.28089796638886,7.173281721848752,194.7325228562744,10.521875880292347,58.785725,7.555144675332719,0.0,,214.04151666666667,98.45984495066494,257.48109027777787,68.85737271856176,0.0,,24.671,,289.543,19.518825322151606,9.4115,,0.0,,1.0,1.0,0.4,1.2,53.08777142763141,35.56523157894736,11.135067796610112,20.113535384615428,13.599799999999998,,313.97940000000006,7.345000000000023,,,25.403199999999988,,,1
AS14.33,2014-02-25,5.0,2.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,0
AS14.03,2014-04-17,4.0,2.0,0.3066666666666667,0.3003701420285016,0.9199999999999999,0.1095445115010332,303.4684418371594,28.014364729414122,933.9491671060057,290.33228163237675,190.82008175225118,21.818394108329635,491.20091848043484,143.41646225998892,88.7538,4.000385903884781,0.0,,66.06584444444445,12.785645216968815,466.18365389277386,139.3237795339828,5.549457142857142,,0.0,,532.2055,219.74869894147076,31.485799999999998,2.2776123667853003,0.0,,1.0,1.0,0.25,0.75,32.04747742099146,50.67268888888889,17.52074188034183,13.740195238095215,49.669700000000006,,,7.5687999999999995,,,31.556400000000004,11.6658,,1
AS14.19,2014-03-13,5.0,3.0,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,0
AS14.20,2014-03-28,0.0,2.0,0.10000000000000002,0.5947688626685159,0.37,0.521536192416212,262.8557563212539,17.82352024252542,86.33676133838384,8.715286423903486,136.04576962885153,10.35941200665494,346.03595,33.457112863824975,0.0,,601.3659333333333,61.22880665272708,0.0,,48.9013,2.480953326428506,151.97188923444978,15.049705213517804,0.0,,555.3720000000001,45.47640748651985,13.852924999999999,,0.0,,,,0.5,0.0,28.5081411642187,29.48262857142857,13.756066666666667,,,,,19.985599999999998,,,,,,1
AS14.14,2014-04-05,1.0,1.0,-0.55,0.4472135954999579,0.8300000000000001,0.2636285265292813,186.60043098207015,16.925043365351247,124.21808172363606,12.536200647848544,181.7222213203465,17.31673517805306,0.0,,6.873666666666657,,0.0,,0.0,,43.76576666666655,0.83757033238343,122.08639999999994,7.350700849125433,0.0,,0.0,,0.0,,0.0,,,,-1.6,0.6,41.84494445721303,22.892881481481464,101.56702857142861,,,,26.85133333333333,12.207479999999977,22.729649999999978,,,,,1
AS14.28,2014-04-01,4.0,1.0,0.0,,0.0,,80.16199303766089,,14.344650000000005,,21.523373333333332,,55.765750000000004,,42.51633888888889,,0.0,,0.0,,17.341583333333332,,74.78387272727274,,0.0,,0.0,,17.479416666666665,,0.0,,1.0,,0.0,-0.5,48.05175931817394,11.889810759493672,28.342525714285713,43.9067,10.749916666666666,88.05095,,15.670142857142858,57.79996111111112,48.54628541666666,,,,1
AS14.23,2014-04-15,2.0,1.0,0.1875,0.3837859646556485,0.95,0.09999999999999998,375.01046282587083,30.772588939232907,91.67644415815592,10.416993838179966,195.0849923428351,12.112161503431993,572.3126495726495,70.31764751606484,0.0,,978.5896247272724,157.89294191292421,0.0,,49.93688086913087,3.113046742610029,149.861923015873,23.165003086692284,94.71877904761902,10.654714429669017,196.28559166666633,18.27209385933812,37.6154,,0.0,,1.0,,0.0,1.0,61.81756602353247,48.263865573770495,27.269046052631595,41.57840000000002,,113.1982888888888,202.29284,32.871428571428574,9.6256,50.80164999999999,,,,1
AS14.05,2014-05-02,1.0,0.0,-0.31999999999999995,0.4381780460041329,0.96,0.08944271909999157,263.1568742854493,9.161121762065779,71.56604999999999,3.560314941213066,216.5979129005135,2.6019090857107363,36.20847152596854,4.733582174634435,0.0,,0.0,,0.0,,82.99293833333334,6.1975870132632185,591.1859815686271,72.33290882648454,0.0,,85.4995,7.450522972472022,31.182249999999954,2.7733079043430546,0.0,,,1.0,-0.2,1.0,117.54804073483852,53.13507333333333,65.44509391304345,5.338440579710145,,,,37.52063333333333,88.61956363636354,,23.225057142857143,10.813549999999989,,1
AS14.12,2014-04-28,5.0,1.0,-0.029999999999999992,0.3383784863137726,0.6699999999999999,0.2991655060330318,270.8976335831734,11.047696415958923,49.12457801858377,4.413396129506442,124.502993933765,5.8613604729450675,280.99102624649873,31.173055826021344,39.15873333333333,3.150349271994388,0.0,,87.39854999999997,9.683563708547593,46.99011999999999,1.511219028360879,437.2424560301779,25.973787249497622,266.343445,18.548460349126525,0.0,,7.04405,,153.147,0.0,1.0,1.0,-0.6,1.0,61.10828615848832,14.421663235294112,35.541570000000014,69.13448000000002,23.681866666666668,,,10.7022,78.37283999999997,42.741800000000005,,,,1
