id,date,call_sum_hist,sms_sum_hist,circumplex.arousal_mean_hist,circumplex.arousal_std_hist,circumplex.valence_mean_hist,circumplex.valence_std_hist,activity_mean_hist,activity_std_hist,screen_sum_hist,screen_std_hist,appCat.builtin_sum_hist,appCat.builtin_std_hist,appCat.communication_sum_hist,appCat.communication_std_hist,appCat.entertainment_sum_hist,appCat.entertainment_std_hist,appCat.finance_sum_hist,appCat.finance_std_hist,appCat.game_sum_hist,appCat.game_std_hist,appCat.office_sum_hist,appCat.office_std_hist,appCat.other_sum_hist,appCat.other_std_hist,appCat.social_sum_hist,appCat.social_std_hist,appCat.travel_sum_hist,appCat.travel_std_hist,appCat.unknown_sum_hist,appCat.unknown_std_hist,appCat.utilities_sum_hist,appCat.utilities_std_hist,appCat.weather_sum_hist,appCat.weather_std_hist,call_t,sms_t,circumplex.arousal_t,circumplex.valence_t,activity_t,screen_t,appCat.builtin_t,appCat.communication_t,appCat.entertainment_t,appCat.finance_t,appCat.game_t,appCat.office_t,appCat.other_t,appCat.social_t,appCat.travel_t,appCat.unknown_t,appCat.utilities_t,appCat.weather_t,mood_output
AS14.01,2014-02-22,5.0,5.0,0.05849999999999998,7.757919228897728e-18,0.706,0.0,0.09097502553149286,0.0,262.20441986570313,0.0,59.000820489565754,0.0,187.69578588401586,0.0,225.4575218951847,0.0,197.94999145391256,0.0,284.22415547196,7.944109290391274e-15,163.01903306456038,0.0,76.93315676700182,0.0,200.1787527387239,0.0,126.63754440555749,0.0,61.168633923611026,0.0,52.693528784951184,0.0,112.23592400000003,0.0,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-02-25,5.0,5.0,0.05849999999999998,7.757919228897728e-18,0.706,0.0,0.09097502553149286,0.0,262.20441986570313,0.0,59.000820489565754,0.0,187.69578588401586,0.0,225.4575218951847,0.0,197.94999145391256,0.0,284.22415547196,7.944109290391274e-15,163.01903306456038,0.0,76.93315676700182,0.0,200.1787527387239,0.0,126.63754440555749,0.0,61.168633923611026,0.0,52.693528784951184,0.0,112.23592400000003,0.0,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-02-26,5.0,5.0,0.05849999999999998,7.757919228897728e-18,0.706,0.0,0.09097502553149286,0.0,262.20441986570313,0.0,59.000820489565754,0.0,187.69578588401586,0.0,225.4575218951847,0.0,197.94999145391256,0.0,284.22415547196,7.944109290391274e-15,163.01903306456038,0.0,76.93315676700182,0.0,200.1787527387239,0.0,126.63754440555749,0.0,61.168633923611026,0.0,52.693528784951184,0.0,112.23592400000003,0.0,1.0,1.0,-0.25,0.75,0.09102996317193714,52.24444559724888,10.778236027919196,37.42809137441579,41.274672739621444,30.372043802182557,58.58084331233211,23.42760196831661,15.464634535862036,48.11139081336846,23.72377273236499,19.222066922434866,10.713354350751304,20.990037750000003,1
AS14.01,2014-02-27,5.0,5.0,-0.0032000000000000084,0.137965394211737,0.7148,0.019677398201998167,0.09098601305958172,2.4568859711366772e-05,262.0079814898114,0.0878499123767227,57.97889241957179,0.4570201265243291,187.5847200816285,0.049670136822747846,221.64069025576921,1.7069390008810035,188.7320369653126,4.122394570001761,285.96016768990006,0.7763682658168553,153.84282841996492,4.103723472152952,77.01115994946349,0.03488408368912331,208.25439300434755,3.611536119153803,125.03380825681099,0.717212609314182,68.15697406132368,3.1252807195631505,52.86817737871225,0.07810522556489885,110.77877695000002,0.6516559714026584,1.0,1.0,0.0,0.3333333333333333,0.07827865937956814,80.12420179391171,10.953334955545365,44.85122251124726,40.311027362849885,49.162017195619676,98.043712384127,8.80123875578828,12.144820016562425,84.52742383911549,25.016102889084024,25.92257229090909,6.710056480065359,19.95459806666666,1
AS14.01,2014-02-28,5.0,5.0,-0.014900000000000007,0.13384384558133405,0.6402666666666667,0.17263551842602443,0.08844673982919678,0.0056841795504255326,289.6912993105825,12.402610262338717,57.132063277204004,0.5155108807906296,194.8967854160726,3.2828248588488034,216.86021323958215,2.378992488533548,198.30405587014977,6.6439664084470476,327.1590489796351,18.2460991847808,130.0402605628411,10.407270068664108,73.76934861262555,1.4588941730455967,252.74606629571826,19.313599269983047,124.72240226478351,0.6955913748015481,81.84581956751056,6.138244617603668,49.039528101787376,1.733400791687239,108.28619021666668,1.141948636834442,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-03-01,5.0,5.0,-0.014900000000000002,0.13384384558133405,0.6402666666666667,0.17263551842602443,0.08844673982919678,0.0056841795504255326,289.69129931058245,12.402610262338717,57.13206327720401,0.5155108807906296,194.89678541607256,3.2828248588488034,216.86021323958212,2.378992488533548,198.30405587014977,6.6439664084470476,327.15904897963503,18.2460991847808,130.0402605628411,10.407270068664108,73.76934861262556,1.4588941730455964,252.74606629571826,19.313599269983047,124.72240226478351,0.6955913748015481,81.84581956751057,6.138244617603669,49.03952810178737,1.733400791687239,108.28619021666668,1.141948636834442,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-03-03,5.0,5.0,-0.014900000000000002,0.13384384558133408,0.6402666666666665,0.17263551842602443,0.08844673982919678,0.0056841795504255326,289.69129931058245,12.402610262338719,57.13206327720401,0.5155108807906296,194.89678541607256,3.2828248588488034,216.86021323958215,2.378992488533548,198.30405587014977,6.643966408447048,327.15904897963514,18.2460991847808,130.04026056284113,10.407270068664108,73.76934861262555,1.4588941730455967,252.74606629571826,19.31359926998305,124.72240226478351,0.6955913748015481,81.84581956751057,6.138244617603669,49.03952810178737,1.733400791687239,108.28619021666667,1.1419486368344423,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-03-05,5.0,5.0,-0.014900000000000002,0.13384384558133408,0.6402666666666665,0.17263551842602443,0.08844673982919678,0.0056841795504255326,289.69129931058245,12.402610262338719,57.13206327720401,0.5155108807906297,194.89678541607256,3.2828248588488034,216.86021323958212,2.378992488533548,198.30405587014977,6.643966408447048,327.15904897963514,18.246099184780803,130.04026056284113,10.407270068664108,73.76934861262555,1.4588941730455967,252.7460662957183,19.31359926998305,124.72240226478351,0.6955913748015481,81.84581956751057,6.138244617603669,49.03952810178737,1.733400791687239,108.28619021666667,1.1419486368344423,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-03-06,5.0,5.0,0.046799999999999994,0.026161995336747533,0.6314666666666666,0.1666615999229843,0.08843575230110792,0.0056779875565862205,289.88773768647417,12.380356097995094,58.15399134719797,0.3787135055324428,195.00785121845993,3.2700550287473424,220.67704487899763,2.137894314613924,207.52201035874972,4.280736990625798,325.423036761695,18.42469983215834,139.21646520743658,10.64483195351606,73.69134543016388,1.44978210387982,244.6704260300946,19.897281182443344,126.32613841353002,0.13926499335483794,74.85747942979792,6.121837817065279,48.864879508026306,1.7122240090418885,109.74333726666667,1.114718675109501,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
AS14.01,2014-03-07,5.0,5.0,0.05849999999999998,7.757919228897728e-18,0.706,0.0,0.09097502553149286,0.0,262.20441986570313,0.0,59.000820489565754,0.0,187.69578588401586,0.0,225.4575218951847,0.0,197.94999145391256,0.0,284.22415547196,7.944109290391274e-15,163.01903306456038,0.0,76.93315676700182,0.0,200.1787527387239,0.0,126.63754440555749,0.0,61.168633923611026,0.0,52.693528784951184,0.0,112.23592400000003,0.0,1.0,1.0,0.05849999999999999,0.706,0.09097502553149286,52.44088397314063,11.80016409791315,37.53915717680317,45.09150437903694,39.58999829078251,56.84483109439199,32.603806612912074,15.386631353400364,40.035750547744776,25.3275088811115,12.233726784722204,10.538705756990236,22.447184800000006,0
